accession,name,std_hccf_feed,std_hccf_large,std_hccf_small,std_hccf_mab,std_hccf_lmw1,std_hccf_lmw2,native_hccf_feed,native_hccf_large,native_hccf_small,native_hccf_mab,native_hccf_lmw1,std_pafvin_feed,std_pafvin_large,std_pafvin_small,std_pafvin_mab,native_pafvin_feed,native_pafvin_large,native_pafvin_small,native_pafvin_mab,pI_mean,mass_mean,cysteine_cont_percent_mean,cysteine_num_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,desc_lower,desc_lower_2
XP_027255508.1,tissue alpha-L-fucosidase [Cricetulus griseus],True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,6.485147522645714,53364.785300000025,0.8658008658008658,4.0,-3.775959338797798,-48.99469976013691,45.21874042133911,-0.007763144157750644,-0.10073014115791609,0.09296699700016546,tissue alpha-l-fucosidase,tissue alpha l fucosidase
XP_027264729.1,chitinase domain-containing protein 1 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,8.357894237318847,44904.09230000004,0.7633587786259541,3.0,5.017087792929266,-46.987265531388594,52.004353324317854,0.011572875268041226,-0.1083851400701928,0.11995801533823401,chitinase domain-containing protein 1,chitinase domain containing protein 1
XP_027286240.1,flavin reductase (NADPH) isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,7.684112268272507,22166.1051,0.9708737864077669,2.0,1.916862814088323,-21.99608039871564,23.912943212803963,0.007079104009847969,-0.0812330125072328,0.08831211651708078,flavin reductase (nadph) isoform x2,flavin reductase (nadph) isoform x2
XP_027252176.1,twinfilin-1 [Cricetulus griseus],True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,6.413530733640015,40018.93630000005,1.1428571428571428,4.0,-4.025554699423707,-52.98162323282551,48.956068533401805,-0.010026797047999102,-0.1319659085753192,0.12193911152732008,twinfilin-1,twinfilin 1
XP_027256883.1,ezrin [Cricetulus griseus],True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,6.3007021635922,69372.03190000016,0.3412969283276451,2.0,-4.994839779765119,-110.9429291100896,105.94808933032448,-0.008621420040016783,-0.19149474948180745,0.18287332944179066,ezrin,ezrin
XP_027260649.1,angiotensinogen [Cricetulus griseus],True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,6.947363479788669,53422.761500000066,0.6109979633401221,3.0,-0.2871273445207547,-44.98257977819252,44.69545243367177,-0.0005898892995735291,-0.09241454352826485,0.09182465422869131,angiotensinogen,angiotensinogen
XP_027278227.1,exostosin-2 isoform X2 [Cricetulus griseus],True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,6.927663800757895,82013.40140000037,1.8105849582172702,13.0,-0.5064344420998425,-84.98272425678397,84.47628981468412,-0.0007818321719841804,-0.13119610824912092,0.13041427607713674,exostosin-2 isoform x2,exostosin 2 isoform x2
NP_001230907.1,tubulin alpha-1A chain [Cricetulus griseus],False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,4.434755102615731,50135.06660000007,2.6607538802660753,12.0,-20.75872681648932,-64.978712105858,44.219985289368665,-0.04449246857859661,-0.1392697795103261,0.09477731093172949,tubulin alpha-1a chain,tubulin alpha 1a chain
XP_027273065.1,calcyclin-binding protein isoform X3 [Cricetulus griseus],False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,8.23547590828876,26499.860400000034,0.8733624454148471,2.0,1.3551227186646129,-40.980841271611844,42.335963990276454,0.004442864707403562,-0.13435855724179155,0.1388014219491951,calcyclin-binding protein isoform x3,calcyclin binding protein isoform x3
XP_027264043.1,alpha-mannosidase 2x isoform X2 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,6.95813329167329,120571.07420000064,0.9425070688030159,10.0,-0.5767362015515827,-117.98159447828122,117.40485827672964,-0.0006886448630870306,-0.14087449124522985,0.1401858463821428,alpha-mannosidase 2x isoform x2,alpha mannosidase 2x isoform x2
XP_027269901.1,endoplasmic reticulum resident protein 29 [Cricetulus griseus],False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,6.537113908583726,28602.560200000004,0.38461538461538464,1.0,-0.6520087049746286,-35.98903058905473,35.337021884080094,-0.002031563062830963,-0.11213651697282526,0.11010495390999428,endoplasmic reticulum resident protein 29,endoplasmic reticulum resident protein 29
XP_027242406.1,purine nucleoside phosphorylase [Cricetulus griseus],True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,6.548731469340572,38026.84200000004,1.4534883720930232,5.0,-2.547868773328391,-37.98398997489968,35.43612120157129,-0.006565942404816042,-0.09788600303558738,0.09132006063077135,purine nucleoside phosphorylase,purine nucleoside phosphorylase
XP_027280118.1,nucleoside diphosphate kinase B [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,8.449171837648407,17339.8933,1.3157894736842104,2.0,1.8730157582704496,-20.991869637443365,22.864885395713817,0.008147493143170044,-0.09131322743985885,0.0994607205830289,nucleoside diphosphate kinase b,nucleoside diphosphate kinase b
XP_027254113.1,protein/nucleic acid deglycase DJ-1 [Cricetulus griseus],True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,6.7881584506641675,19928.893499999995,1.5873015873015872,3.0,-0.3860606372180073,-24.988047171168606,24.601986533950598,-0.001530547874310327,-0.0990657912098954,0.09753524333558507,protein/nucleic acid deglycase dj-1,protein/nucleic acid deglycase dj 1
XP_027251617.1,alcohol dehydrogenase class-3 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,8.945759167763491,39650.60750000003,3.7433155080213902,14.0,3.4038808603671002,-39.979893973373585,43.38377483374068,0.00853076489922688,-0.10019712503864935,0.10872788993787623,alcohol dehydrogenase class-3,alcohol dehydrogenase class 3
XP_027248597.1,glutathione S-transferase alpha-3 [Cricetulus griseus],False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,8.847584130341664,25501.239300000016,0.4524886877828055,1.0,2.8710727721552933,-32.99195380947715,35.86302658163244,0.009657177096018566,-0.11097215778428622,0.12062933488030475,glutathione s-transferase alpha-3,glutathione s transferase alpha 3
XP_027248556.1,protein canopy homolog 2 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,4.434814320724532,20769.10210000002,3.296703296703297,6.0,-10.593179433026922,-35.98256768473763,25.389388251710706,-0.04085651952895221,-0.1387800979496154,0.0979235784206632,protein canopy homolog 2,protein canopy homolog 2
NP_001233709.1,peroxiredoxin-2 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,5.0268530043170365,21812.450899999996,1.5151515151515151,3.0,-4.866644350471158,-26.993430713544555,22.1267863630734,-0.01816659292518993,-0.1007632019339584,0.08259660900876849,peroxiredoxin-2,peroxiredoxin 2
XP_027249675.1,F-actin-capping protein subunit alpha-1 isoform X2 [Cricetulus griseus],True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,5.217351809560656,32909.40830000002,1.048951048951049,3.0,-7.075454396605076,-43.985797874449936,36.910343477844854,-0.020078031894194225,-0.12481859158593912,0.10474055969174488,f-actin-capping protein subunit alpha-1 isoform x2,f actin capping protein subunit alpha 1 isoform x2
NP_001233752.1,low-density lipoprotein receptor precursor [Cricetulus griseus],True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,4.141015457762686,94515.7011000005,7.259953161592506,62.0,-45.64328827671802,-131.95429670537465,86.31100842865663,-0.0641043947580556,-0.18532517365401277,0.12122077889595718,low-density lipoprotein receptor precursor,low density lipoprotein receptor precursor
XP_027262178.1,lysosomal acid lipase/cholesteryl ester hydrolase [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,7.905739320470202,45634.76430000001,1.2594458438287155,5.0,4.793257303941871,-35.99713589518065,40.79039319912252,0.010938230083239416,-0.08214559114848997,0.09308382123172938,lysosomal acid lipase/cholesteryl ester hydrolase,lysosomal acid lipase/cholesteryl ester hydrolase
XP_027253502.1,peptidyl-glycine alpha-amidating monooxygenase isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,6.48644985633626,106492.41810000072,1.5690376569037656,15.0,-10.459672891597645,-122.9562712765412,112.49659838494355,-0.01356706263768971,-0.15948447445671535,0.14591741181902565,peptidyl-glycine alpha-amidating monooxygenase isoform x2,peptidyl glycine alpha amidating monooxygenase isoform x2
XP_027259032.1,talin-1 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False,6.049519114354807,269733.1553000008,1.49547422274695,38.0,-21.588398606164585,-301.84158583771085,280.2531872315462,-0.015069923902999719,-0.21070250796815315,0.19563258406515338,talin-1 isoform x2,talin 1 isoform x2
XP_027249114.1,tropomyosin alpha-3 chain isoform X1 [Cricetulus griseus],False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,4.222396335116029,29062.367100000047,1.6129032258064515,4.0,-21.61453033533548,-68.95266708874512,47.33813675340963,-0.06663544973458548,-0.21257422255186686,0.14593877281728135,tropomyosin alpha-3 chain isoform x1,tropomyosin alpha 3 chain isoform x1
XP_027285515.1,peptidyl-prolyl cis-trans isomerase FKBP9 [Cricetulus griseus],True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,4.418044633701549,63007.67980000005,1.4035087719298245,8.0,-23.23891944451077,-76.98160877519497,53.74268933068418,-0.0427694624448888,-0.14167879162021582,0.09890932917532701,peptidyl-prolyl cis-trans isomerase fkbp9,peptidyl prolyl cis trans isomerase fkbp9
XP_027256891.1,"acetyl-CoA acetyltransferase, cytosolic [Cricetulus griseus]",True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,7.398514876618148,40996.804200000035,2.0151133501259446,8.0,1.7157120290375771,-36.98004737766011,38.69575940669768,0.004205244452361448,-0.09063883475259048,0.09484407920495193,"acetyl-coa acetyltransferase, cytosolic",acetyl coa acetyltransferase cytosolic
XP_027282708.1,profilin-1 isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,True,False,9.279332845235851,14957.05959999999,2.142857142857143,3.0,2.3435485658902158,-12.998365815082172,15.341914380972389,0.01125010721495968,-0.06239811334287131,0.073648220557831,profilin-1 isoform x2,profilin 1 isoform x2
XP_027281773.1,alpha-L-iduronidase isoform X5 [Cricetulus griseus],True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,6.81900208099951,72357.80360000028,1.244167962674961,8.0,-2.3668026422045383,-59.992011430425485,57.62520878822094,-0.003972086046750653,-0.10068158082557423,0.09670949477882354,alpha-l-iduronidase isoform x5,alpha l iduronidase isoform x5
XP_027277797.1,sorbitol dehydrogenase [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,8.369831078809067,38338.29960000003,2.801120448179272,10.0,3.7102237144264336,-38.9842608245417,42.69448453896813,0.009509515381373833,-0.0999188880446738,0.10942840342604765,sorbitol dehydrogenase,sorbitol dehydrogenase
XP_027283480.1,receptor of activated protein C kinase 1 isoform X2 [Cricetulus griseus],True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,8.415350133878452,35076.323000000055,2.5236593059936907,8.0,2.9180172052533635,-30.99309719316922,33.91111439842258,0.007935823388931234,-0.08428865503540293,0.09222447842433416,receptor of activated protein c kinase 1 isoform x2,receptor of activated protein c kinase 1 isoform x2
XP_027270798.1,alpha-mannosidase 2C1 isoform X1 [Cricetulus griseus],True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,6.725874327178056,118683.66290000077,2.1575984990619137,23.0,-5.674964086984336,-105.96156392464711,100.28659983766278,-0.006847772803784498,-0.1278599660839887,0.12101219328020421,alpha-mannosidase 2c1 isoform x1,alpha mannosidase 2c1 isoform x1
XP_027266343.1,heme oxygenase 1 [Cricetulus griseus],False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,6.624581345663246,33023.27190000006,0.0,0.0,-2.2873487640941987,-35.98414606479553,33.69679730070133,-0.006475885699938451,-0.10187743145404701,0.09540154575410854,heme oxygenase 1,heme oxygenase 1
XP_027281025.1,"arginine--tRNA ligase, cytoplasmic isoform X2 [Cricetulus griseus]",True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,7.181921007918147,75601.1651000004,1.9667170953101363,13.0,0.9779040961497351,-94.97077918042658,95.9486832765763,0.0015938867455457303,-0.1547929564318487,0.1563868431773944,"arginine--trna ligase, cytoplasmic isoform x2",arginine  trna ligase cytoplasmic isoform x2
XP_027244680.1,"V-type proton ATPase subunit B, brain isoform isoform X2 [Cricetulus griseus]",True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,5.37621542772969,56594.16830000002,1.1741682974559686,6.0,-7.070604091443734,-62.980510597562656,55.90990650611892,-0.013978339528824164,-0.12451028928303064,0.11053194975420647,"v-type proton atpase subunit b, brain isoform isoform x2",v type proton atpase subunit b brain isoform isoform x2
XP_027256943.1,ribonuclease T2 isoform X1 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,6.712571742409969,29589.46580000001,3.861003861003861,10.0,-1.5556192125663064,-31.99055554550806,30.434936332941753,-0.004738694759165302,-0.09744896224070261,0.0927102674815373,ribonuclease t2 isoform x1,ribonuclease t2 isoform x1
XP_027287357.1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 isoform X2 [Cricetulus griseus]",True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,9.971349776033374,38938.30080000004,1.7647058823529411,6.0,13.961497732409876,-30.99584566872148,44.957343401131354,0.035415566998496385,-0.07862590891000208,0.11404147590849846,"cmp-n-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 isoform x2",cmp n acetylneuraminate beta galactosamide alpha 23 sialyltransferase 1 isoform x2
XP_027264109.1,isoaspartyl peptidase/L-asparaginase isoform X3 [Cricetulus griseus],True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,7.592647051571916,35177.8948,2.0710059171597637,7.0,1.402965353143037,-40.981560401375376,42.38452575451841,0.0038081487301825146,-0.1112385825165024,0.11504673124668491,isoaspartyl peptidase/l-asparaginase isoform x3,isoaspartyl peptidase/l asparaginase isoform x3
XP_027256549.1,nucleotide exchange factor SIL1 isoform X4 [Cricetulus griseus],True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,4.907895964181031,52280.14770000007,1.293103448275862,6.0,-10.317924480204642,-65.963223308979,55.645298828774344,-0.02150542322256918,-0.13748569657647836,0.11598027335390916,nucleotide exchange factor sil1 isoform x4,nucleotide exchange factor sil1 isoform x4
XP_027266187.1,thioredoxin domain-containing protein 5 [Cricetulus griseus],True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,5.717782321738902,46353.98430000004,2.877697841726619,12.0,-8.758265721417638,-57.975978248653114,49.21771252723548,-0.01977911811733676,-0.1309293138873442,0.11115019577000741,thioredoxin domain-containing protein 5,thioredoxin domain containing protein 5
XP_027259772.1,galectin-1 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,5.4611837658971885,14802.646199999986,4.444444444444445,6.0,-3.126091243072925,-17.991797558864477,14.865706315791552,-0.01511085123514069,-0.08696847123934903,0.07185762000420834,galectin-1,galectin 1
XP_027254173.1,cytosolic acyl coenzyme A thioester hydrolase isoform X10 [Cricetulus griseus],True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False,8.37507264576172,36710.50280000005,1.812688821752266,6.0,3.712820134822783,-39.98288927237489,43.695709407197675,0.009795438335380456,-0.10548583344088842,0.11528127177626887,cytosolic acyl coenzyme a thioester hydrolase isoform x10,cytosolic acyl coenzyme a thioester hydrolase isoform x10
XP_027283956.1,ATP-citrate synthase isoform X4 [Cricetulus griseus],False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,7.909876228907459,119762.69970000081,1.466544454628781,16.0,6.641699055215598,-121.96847526980255,128.61017432501814,0.0079660860714681,-0.14628958101345882,0.15425566708492694,atp-citrate synthase isoform x4,atp citrate synthase isoform x4
XP_027264307.1,EH domain-containing protein 1 isoform X2 [Cricetulus griseus],False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,6.840174269197444,60628.086300000075,0.18726591760299627,1.0,-1.2293407383739936,-77.96661362521408,76.73727288684007,-0.0023213282310693174,-0.1472220806157186,0.14490075238464928,eh domain-containing protein 1 isoform x2,eh domain containing protein 1 isoform x2
XP_027268506.1,follistatin-related protein 1 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,5.30686470315532,34635.701300000044,6.535947712418301,20.0,-7.805500524875149,-48.97596615519822,41.17046563032307,-0.02140745072661835,-0.13432201803262372,0.11291456730600538,follistatin-related protein 1,follistatin related protein 1
XP_027271097.1,beta-galactosidase isoform X4 [Cricetulus griseus],True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,7.24990868783656,75572.60250000027,1.1976047904191618,8.0,1.4815801017422263,-64.99884128915645,66.48042139089868,0.0024154371262460703,-0.10596836055518269,0.10838379768142878,beta-galactosidase isoform x4,beta galactosidase isoform x4
XP_027261041.1,ras suppressor protein 1 [Cricetulus griseus],False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,8.958029345079316,31487.80160000001,0.0,0.0,3.6608804726643305,-31.986841116743218,35.647721589407546,0.010698860103146848,-0.09348099201953922,0.10417985212268606,ras suppressor protein 1,ras suppressor protein 1
XP_027284492.1,ras-related protein Rab-7a [Cricetulus griseus],False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,6.424261392511525,23517.528000000013,2.4154589371980677,5.0,-0.1741859589412088,-27.99021261728715,27.81602665834594,-0.0006183944029554191,-0.09937075827050246,0.09875236386754703,ras-related protein rab-7a,ras related protein rab 7a
XP_027274741.1,transgelin-2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,9.487010549683777,22455.29349999999,1.507537688442211,3.0,3.086399584046405,-20.992792909488667,24.07919249353507,0.011300209992929067,-0.07686074396895966,0.08816095396188872,transgelin-2,transgelin 2
XP_027253826.1,glucosamine-6-phosphate isomerase 1 isoform X2 [Cricetulus griseus],True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,6.945679319391753,32617.08759999999,1.0380622837370241,3.0,-0.29627946317933385,-35.99157492232521,35.695295459145875,-0.0008457687125882911,-0.1027426864468658,0.10189691773427749,glucosamine-6-phosphate isomerase 1 isoform x2,glucosamine 6 phosphate isomerase 1 isoform x2
XP_027243347.1,protein transport protein Sec24C [Cricetulus griseus],False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,7.278433185145559,118669.97200000059,2.4657534246575343,27.0,1.7473186698253187,-91.99101908684428,93.7383377566696,0.0021085880630399107,-0.11101075499455856,0.11311934305759848,protein transport protein sec24c,protein transport protein sec24c
XP_027288193.1,V-type proton ATPase subunit S1 isoform X2 [Cricetulus griseus],True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,5.677267537511878,51606.870100000124,0.4319654427645789,2.0,-8.033672783294797,-40.993111972233436,32.95943918893864,-0.016889727575232674,-0.08618256087199978,0.06929283329676711,v-type proton atpase subunit s1 isoform x2,v type proton atpase subunit s1 isoform x2
XP_027285040.1,heterogeneous nuclear ribonucleoprotein F [Cricetulus griseus],False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,4.97831502570932,45729.36040000008,1.4457831325301205,6.0,-12.766081793891953,-56.98680800413834,44.22072621024638,-0.029092054389067645,-0.12986469495354222,0.10077264056447462,heterogeneous nuclear ribonucleoprotein f,heterogeneous nuclear ribonucleoprotein f
XP_027273150.1,glutamine synthetase [Cricetulus griseus],True,True,True,False,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,7.426682629559229,42236.260200000004,3.485254691689008,13.0,1.9730974912487067,-46.98469985753446,48.95779734878317,0.004741019695018796,-0.11289629041499787,0.11763731011001667,glutamine synthetase,glutamine synthetase
XP_027254968.1,palmitoyl-protein thioesterase 1 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,8.92467677928551,34568.85090000001,2.941176470588235,9.0,3.657298568366903,-29.991183941718376,33.64848251008527,0.010043474314971117,-0.08236015735754515,0.09240363167251624,palmitoyl-protein thioesterase 1,palmitoyl protein thioesterase 1
XP_027283871.1,synaptic vesicle membrane protein VAT-1 homolog isoform X2 [Cricetulus griseus],True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,True,True,False,6.548650007189283,42828.89570000001,0.9876543209876543,4.0,-2.074287889362144,-41.98410742025518,39.90981953089303,-0.004938078241497529,-0.0999479428115494,0.09500986457005185,synaptic vesicle membrane protein vat-1 homolog isoform x2,synaptic vesicle membrane protein vat 1 homolog isoform x2
XP_027267351.1,dynamin-2 isoform X19 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,True,False,8.244236826517398,96717.53210000043,0.7009345794392523,6.0,5.305484545636492,-111.95319449111543,117.25867903675191,0.007337843345728247,-0.15483882690889977,0.162176670254628,dynamin-2 isoform x19,dynamin 2 isoform x19
XP_027284026.1,complement C1s subcomponent [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,4.176968857039549,77411.20060000033,3.884892086330935,27.0,-33.277405082583556,-92.96974383424441,59.69233875166085,-0.05339006351244039,-0.1491600837182903,0.0957700202058499,complement c1s subcomponent,complement c1s subcomponent
XP_027258285.1,UMP-CMP kinase isoform X3 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,9.002779103056385,25634.344400000013,3.0837004405286343,7.0,2.6144189464881364,-33.986212720532905,36.600631667021034,0.008763425356201305,-0.11392039470814053,0.1226838200643418,ump-cmp kinase isoform x3,ump cmp kinase isoform x3
NP_001233696.1,exostosin-1 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,9.705552072204634,86187.60350000032,1.742627345844504,13.0,24.620416771115842,-72.9969828123278,97.61739958344363,0.036771587804119474,-0.10902394495889996,0.14579553276301943,exostosin-1,exostosin 1
XP_027271309.1,tetranectin [Cricetulus griseus],True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,5.165715249643896,22353.321399999993,3.4653465346534658,7.0,-1.9093602659226954,-24.987574864854132,23.07821459893144,-0.00701196960906763,-0.09176482756227694,0.08475285795320932,tetranectin,tetranectin
XP_027256200.1,S-methyl-5'-thioadenosine phosphorylase [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,7.264910009104204,31061.588600000046,3.8869257950530036,11.0,0.9269635547688423,-33.98389387012783,34.91085742489667,0.002733760117959924,-0.10022380409368488,0.10295756421164481,s-methyl-5'-thioadenosine phosphorylase,s methyl 5' thioadenosine phosphorylase
XP_027262856.1,glutathione S-transferase omega-1 isoform X6 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,8.908625081490968,27458.42410000002,2.083333333333333,5.0,2.6130447087120086,-33.98758695830902,36.600631667021034,0.008366489834621143,-0.10882201894285859,0.11718850877747973,glutathione s-transferase omega-1 isoform x6,glutathione s transferase omega 1 isoform x6
XP_027271994.1,heat shock protein beta-1 isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,6.702001644020172,23418.99699999999,0.4694835680751174,1.0,-0.8579865983189687,-25.98597782982191,25.127991231502943,-0.0030545588479937414,-0.0925139141559676,0.08945935530797386,heat shock protein beta-1 isoform x2,heat shock protein beta 1 isoform x2
XP_027275687.1,laminin subunit alpha-5 [Cricetulus griseus],True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,7.02960197575496,405892.6657000064,5.809906291834003,217.0,1.6516396063098875,-361.8804398609697,363.5320794672796,0.0008779868385644968,-0.1923702132826241,0.19324820012118857,laminin subunit alpha-5,laminin subunit alpha 5
XP_027264443.1,"beta-1,4-glucuronyltransferase 1 [Cricetulus griseus]",True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,7.741877327743303,47486.994800000015,1.9277108433734942,8.0,2.7097384333198677,-45.987649789759175,48.69738822307904,0.006021773736489603,-0.10219703064386654,0.10821880438035612,"beta-1,4-glucuronyltransferase 1",beta 14 glucuronyltransferase 1
XP_027271072.1,programmed cell death 6-interacting protein isoform X2 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,True,True,False,6.304264820464205,95907.86690000046,1.1534025374855825,10.0,-3.805879612247093,-104.96660722441148,101.16072761216438,-0.005293371947793273,-0.14599182074723518,0.14069844879944188,programmed cell death 6-interacting protein isoform x2,programmed cell death 6 interacting protein isoform x2
NP_001231196.1,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,10.181635686752998,39600.538000000015,1.9498607242339834,7.0,15.14707612490485,-45.97265195416896,61.11972807907381,0.03799340964181175,-0.11531319864058258,0.1533066082823943,aminoacyl trna synthase complex-interacting multifunctional protein 1,aminoacyl trna synthase complex interacting multifunctional protein 1
XP_027269238.1,ubiquitin-conjugating enzyme E2 variant 2 isoform X3 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,8.372403081015596,16352.540599999986,0.6896551724137931,1.0,0.8253929561270904,-17.992699490326135,18.818092446453225,0.0037335111598215506,-0.08138662178273387,0.08512013294255542,ubiquitin-conjugating enzyme e2 variant 2 isoform x3,ubiquitin conjugating enzyme e2 variant 2 isoform x3
XP_027269644.1,GTP-binding nuclear protein Ran isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,7.589010734891813,24422.80320000001,1.3888888888888888,3.0,1.3936707497399978,-27.99345473973752,29.38712548947752,0.0048247709229484875,-0.09691098596017544,0.10173575688312395,gtp-binding nuclear protein ran isoform x2,gtp binding nuclear protein ran isoform x2
XP_027242882.1,epididymis-specific alpha-mannosidase [Cricetulus griseus],True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,7.710204231242463,115261.83910000058,0.4970178926441352,5.0,9.083887214784431,-95.98809855203118,105.0719857668156,0.01117707649099817,-0.11810652140147508,0.12928359789247326,epididymis-specific alpha-mannosidase,epididymis specific alpha mannosidase
NP_001230962.1,40S ribosomal protein SA [Cricetulus griseus],True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,4.325849782220339,32880.705800000054,0.6779661016949152,2.0,-12.115071112492243,-40.98014348243196,28.865072369939718,-0.03439896690378598,-0.11635710482219264,0.08195813791840664,40s ribosomal protein sa,40s ribosomal protein sa
